userName,email,password,phoneNumber,accountNumber,balance,currency,transactionAmount,transactionDate,transactionType,paymentMethodType,cardNumber,cardType,expirationDate,cvv,countryName,cardIssuer
Robert Parsons,scott78@example.net,WN35mpCb+3,+380938823021,GB98ENUK841139639857,5993.29,USD,2666.46,2025-01-15 01:41:37,withdrawal,bank_transfer,060455951511,CREDIT,11/27,626,Colombia,countryName
Patricia Roach,bennettsavannah@example.org,$xM3Q8I5D+,+380679603838,GB47RLBN498126641002,798.88,EUR,3662.25,2025-01-27 08:48:21,transfer,bank_transfer,3562976137846460,DEBIT,05/28,719,United States of America,countryName
Kayla Webb,andrew24@example.org,*yIlL2LgJQ,+380931087305,GB14AANW954025791018,2535.9,USD,1335.9,2025-02-02 22:29:21,withdrawal,bank_transfer,38306778057312,DEBIT,09/28,726,Western Sahara,countryName
Katelyn Green,timothysimmons@example.org,!T#M8Z_wFA,+380981256175,GB95YNAI507079345775,5438.47,USD,327.1,2025-02-22 11:51:19,withdrawal,credit_card,38400000402113,DEBIT,09/26,629,Barbados,countryName
Kevin Hall,jessewright@example.com,$t0KMc8JVl,+380983539445,GB77WUIS424999968902,4045.34,USD,460.35,2025-03-24 08:43:36,transfer,bank_transfer,346111801371236,CREDIT,09/27,186,Bhutan,countryName
Kyle Campbell,martha30@example.com,(pWcjnsH76,+380731092813,GB79VRGG185501175738,4881.16,USD,4563.09,2025-02-18 10:05:29,withdrawal,bank_transfer,2720572220492584,PREPARED,12/25,621,Gabon,countryName
John Leonard,myerserin@example.net,ax@3Jc6y%D,+380977708199,GB87HGBE222959703035,5184.87,UAH,3721.06,2025-01-06 06:51:40,transfer,bank_transfer,3575309279826352,CREDIT,12/25,463,Serbia,countryName
Aaron Curtis,kimalyssa@example.com,yL#W3Ih4Kf,+380953617442,GB19JBJX779304805080,5521.85,USD,334.48,2025-03-12 21:48:52,withdrawal,bank_transfer,3527174663150457,DEBIT,02/26,367,Saint Vincent and the Grenadines,countryName
Maria Cohen,jkeller@example.com,h^1JAyeg(5,+380997306689,GB83JDNP352121057293,7643.46,USD,3709.45,2025-01-31 23:37:36,transfer,credit_card,4331974455676542,DEBIT,09/28,177,Saint Barthelemy,countryName
Spencer Aguirre,gpowell@example.com,*a9$3Yrmi6,+380982525838,GB09MADB932239111692,5724.09,USD,1056.1,2025-03-01 22:54:39,withdrawal,credit_card,4324432502625781656,DEBIT,10/25,630,Saint Pierre and Miquelon,countryName
Michael Strickland,matthewsharold@example.net,vqI8eYXjn+,+380998871841,GB68QMFX185408776378,2718.96,EUR,3969.81,2025-02-23 07:32:40,transfer,credit_card,4247399484573330683,CREDIT,01/28,644,Singapore,countryName
Michele Brown,ashley27@example.com,ek3Jr_76S%,+380636974476,GB81CHSF518541281039,6367.62,USD,2183.51,2025-03-27 19:16:18,withdrawal,debit_card,4367508242442748,DEBIT,06/26,182,El Salvador,countryName
Michael Valdez,allenmartin@example.com,r5ROXKH7)!,+380676969711,GB70GEMO677577638748,4239.95,USD,1925.29,2025-01-06 03:10:16,transfer,credit_card,4830120747286601,DEBIT,12/25,395,Saint Martin,countryName
Ryan Hodge,diane82@example.com,!8nPriBnfq,+380962499780,GB21RBAV529556869640,8585.03,EUR,4723.94,2025-03-14 07:22:58,deposit,credit_card,3585133333626402,CREDIT,10/27,710,Greenland,countryName
Kenneth Young,wgreene@example.net,*J%5rUl3#7,+380993498647,GB41BXLY055713089388,3907.74,EUR,1059.74,2025-01-03 07:24:15,withdrawal,debit_card,6011500571812299,CREDIT,03/27,955,French Polynesia,countryName
Melinda Garcia,melinda07@example.org,%74*L7MGWu,+380677245694,GB04TIFF427090637023,6195.36,EUR,4866.71,2025-03-27 04:58:46,withdrawal,bank_transfer,4271325920190,CREDIT,02/26,148,Iceland,countryName
Gina Watkins,michael33@example.org,$3J7H$P0xs,+380681573398,GB18QTDM361293024651,1947.95,USD,251.97,2025-02-17 05:24:19,withdrawal,credit_card,378725900707106,CREDIT,02/28,784,Liechtenstein,countryName
Rebecca Jacobs,gina31@example.net,G5t8rzAh*B,+380685800469,GB03SQRH449825619847,3019.38,USD,3576.25,2025-03-24 05:31:12,withdrawal,credit_card,4523633934425156,PREPARED,11/27,696,Reunion,countryName
Linda Hall,thomas74@example.org,B%i6AlKavL,+380981767454,GB84VVFJ254038623826,5165.55,UAH,4314.43,2025-02-05 19:52:18,withdrawal,credit_card,213171600251641,PREPARED,12/25,387,American Samoa,countryName
Michael Smith,stevenstammy@example.org,5OYaa3!f+s,+380635574034,GB12RKIL598325576763,9374.55,UAH,4797.25,2025-04-04 07:24:13,transfer,bank_transfer,5493213571011156,PREPARED,10/25,924,Guinea,countryName
Bryan Holden,campbelljohn@example.org,^&dSXe4Y8_,+380962129409,GB67BYOM282619450685,8358.45,UAH,1380.26,2025-01-02 01:51:53,transfer,credit_card,6582638726155971,CREDIT,05/27,280,Togo,countryName
Kimberly Dixon,scott88@example.net,NuddhOS9)2,+380638505464,GB25QDNQ211249977747,9185.37,EUR,3614.5,2025-03-15 13:49:33,transfer,credit_card,343768948517527,DEBIT,04/26,755,Belgium,countryName
Rachel Lawrence,obarnes@example.org,c3#wk3SmV6,+380639513314,GB93OGVG900009606779,207.02,USD,3908.11,2025-02-16 11:53:11,withdrawal,credit_card,4699669509904819,DEBIT,09/25,860,United Arab Emirates,countryName
Teresa Jones,melissajohns@example.net,$&18EVytn&,+380985756869,GB09JCBG477979973902,2755.34,EUR,3592.18,2025-03-16 07:17:42,deposit,credit_card,4725011593136032,PREPARED,05/27,382,Wallis and Futuna,countryName
Jacob Alvarado,garcialisa@example.org,vQOBp)Vs!9,+380733877776,GB12LGRP313868206348,2682.14,UAH,612.06,2025-02-07 08:17:20,transfer,bank_transfer,213178297121961,PREPARED,09/28,504,Palau,countryName
Jerry Noble,christopherwest@example.org,^GiQlCe!2y,+380936076028,GB82IZIR521452604662,6612.47,USD,1766.46,2025-03-04 20:27:17,transfer,bank_transfer,38021728360696,DEBIT,02/29,331,Mauritius,countryName
Deborah Fitzgerald,petersnyder@example.net,&_soTOisd9,+380507193733,GB09RUDL323742338460,6449.77,EUR,3604.94,2025-01-25 05:12:08,withdrawal,credit_card,4063732970659540,CREDIT,12/27,584,Kiribati,countryName
Nicole Leon,marissa11@example.net,#fTTlq7T%2,+380954785108,GB18FGJL994297042476,3706.35,EUR,2939.74,2025-01-08 17:50:48,transfer,credit_card,3518725438226699,CREDIT,02/28,555,Holy See (Vatican City State),countryName
Jamie Phillips,dmendoza@example.net,X^71GK^#_f,+380638413756,GB39WHUY951184520578,5763.15,UAH,4459.41,2025-03-20 04:58:33,withdrawal,bank_transfer,4566318653860332,PREPARED,12/27,553,Seychelles,countryName
Jose Middleton,kevin93@example.com,(GH(PVVz!4,+380976870175,GB37UOGG537966480524,7291.56,USD,630.8,2025-01-23 17:47:24,withdrawal,credit_card,3505742191042127,DEBIT,12/26,514,Azerbaijan,countryName
Anita Castro,zmeadows@example.org,Hv3CPC889$,+380633534920,GB57GWJL353326461370,6913.56,EUR,2164.86,2025-02-20 07:48:00,deposit,debit_card,378771025510942,CREDIT,05/28,629,Lithuania,countryName
James Alexander,patrick91@example.com,@&5DQzPnqe,+380975047425,GB91JKNU861636555326,4919.25,USD,1697.69,2025-02-26 10:02:04,withdrawal,credit_card,180063800764722,DEBIT,06/26,268,Angola,countryName
Donald Spencer,hmendoza@example.net,3KBzLv6D@),+380661218367,GB97KPHI285050236458,7105.31,USD,2344.85,2025-01-06 05:15:43,withdrawal,bank_transfer,374088769528061,PREPARED,04/27,221,Timor-Leste,countryName
Karl Harris,grantbrandi@example.net,&T9p2GwBC*,+380994985447,GB77KWPI778280879295,8735.23,UAH,2623.39,2025-03-17 09:13:51,deposit,bank_transfer,630465565590,PREPARED,07/28,867,Ethiopia,countryName
Shane Diaz,jamiejenkins@example.com,b$220PQx+@,+380931604531,GB92SSSX205999859229,9764.27,EUR,2805.92,2025-02-14 10:41:05,withdrawal,debit_card,4297780833460968,DEBIT,11/28,232,Tokelau,countryName
Carla Williams,brianbean@example.com,47k7G_t^&S,+380682721081,GB47PAYA487411704442,3985.68,EUR,4284.64,2025-01-27 16:30:31,transfer,credit_card,4704309686093697,CREDIT,05/27,256,Costa Rica,countryName
James Pugh,shawn78@example.org,(3TRsOjI71,+380672663430,GB25WBNO205173526956,8579.93,UAH,3692.74,2025-01-02 18:15:51,deposit,bank_transfer,180080865106698,CREDIT,12/25,224,French Southern Territories,countryName
Frank Murphy,randy18@example.com,Df#6K%AenA,+380955805221,GB47UBAG718197425981,686.08,EUR,4452.34,2025-03-29 03:02:45,withdrawal,debit_card,639084301717,PREPARED,10/27,309,Faroe Islands,countryName
Madison Hamilton,idunn@example.org,8o2S5*xH@o,+380951529111,GB43DZTH511653876268,9118.64,USD,4539.44,2025-01-28 23:22:54,transfer,bank_transfer,4844301572931354,CREDIT,07/28,989,Venezuela,countryName
Kimberly Gonzalez,petersmichael@example.org,Y$RjAst0%7,+380959507637,GB76ZTBR780276830351,7172.0,UAH,1613.64,2025-02-09 18:20:37,withdrawal,credit_card,30335034404321,CREDIT,10/25,308,Heard Island and McDonald Islands,countryName
Mary Burke,andrew20@example.com,CYFKJe7o(0,+380933545646,GB89EQZG651242823571,1054.43,UAH,312.81,2025-03-06 14:27:03,transfer,bank_transfer,639002445901,CREDIT,06/28,306,France,countryName
Diana Chase,isaiahmyers@example.net,OX38JjiVK%,+380509515177,GB09CNRN372871026568,9215.05,UAH,3825.55,2025-01-08 03:57:05,deposit,debit_card,373681277343345,PREPARED,07/26,666,Burkina Faso,countryName
Jessica Le,cody06@example.org,#827_0KyAV,+380965720213,GB37DMRP390082586979,1710.42,EUR,1758.28,2025-02-04 02:21:00,transfer,credit_card,180075598179848,CREDIT,01/29,305,Algeria,countryName
Richard Lindsey,aguilarstephanie@example.org,!1KxVDGi)W,+380973118238,GB15NEVU508576864198,211.0,USD,611.51,2025-01-04 08:55:16,deposit,bank_transfer,6011227086277566,CREDIT,07/27,993,Morocco,countryName
Jeffrey Black,iskinner@example.com,!!@^y5FetJ,+380685581637,GB25GUSI387167309591,5857.17,UAH,405.0,2025-03-21 03:07:17,withdrawal,debit_card,6011120057758609,DEBIT,02/28,684,India,countryName
Melissa Gonzalez,sherri43@example.org,A)6Dib36(_,+380736185890,GB52OEPX087474719967,5358.44,EUR,109.13,2025-02-11 15:00:03,deposit,credit_card,4696425757951702,DEBIT,05/25,133,Azerbaijan,countryName
Justin Maynard,nathanparks@example.net,K3HvkYrm!1,+380635733929,GB31WEOY885569267148,7224.06,EUR,491.97,2025-01-07 03:05:59,transfer,debit_card,374309411614491,DEBIT,10/26,129,Korea,countryName
Jacqueline Bates,ywallace@example.com,^T1zKoTsG3,+380633590231,GB06BOVM431967772981,7822.73,EUR,832.5,2025-02-13 08:36:44,withdrawal,credit_card,4690384400010,CREDIT,01/28,543,Azerbaijan,countryName
John Elliott,jessica61@example.net,+uE&c7Gnf_,+380957697841,GB40WYVD875524828432,1023.92,USD,1497.77,2025-03-11 13:27:08,transfer,debit_card,4052369311417,DEBIT,11/25,163,Mayotte,countryName
Richard Scott,diazdenise@example.org,!!X7bJoH+v,+380962083351,GB17LGCS757014024231,2279.57,UAH,711.1,2025-01-14 18:32:34,withdrawal,bank_transfer,3521577464763144,CREDIT,07/26,124,Malta,countryName
Daniel Hurst,ronnie43@example.org,)1GUll2FGC,+380983070152,GB68RLCU357604891574,828.66,USD,2737.55,2025-02-06 19:38:06,transfer,bank_transfer,3531649246884874,DEBIT,07/25,286,Albania,countryName
Charles Shannon,abigail40@example.org,GIbw4&xy$1,+380501515962,GB81QCEI542530702737,4541.52,EUR,1228.88,2025-02-24 14:52:38,deposit,debit_card,30457201188576,PREPARED,01/26,929,Bhutan,countryName
James Roberts,quinnstephanie@example.org,7X9VR2Iej@,+380997284247,GB43YRJZ061654258521,6894.36,UAH,3802.51,2025-04-01 21:40:04,transfer,credit_card,6560042389012585,CREDIT,05/28,996,Ethiopia,countryName
Thomas Bell,billyevans@example.org,Z#0K1I7@(q,+380677393203,GB65WVNF329645953746,6451.56,USD,4771.44,2025-02-10 20:13:18,deposit,bank_transfer,3521981965595460,DEBIT,11/27,638,Somalia,countryName
Steven Peterson,zalvarez@example.com,liOV8bXk^9,+380952673946,GB57SPSL632338194682,7816.11,USD,1559.95,2025-01-13 12:52:19,transfer,credit_card,565562162240,DEBIT,12/26,268,Norfolk Island,countryName
Richard Carpenter,paulwalls@example.net,)f5Gew81eJ,+380963929862,GB02AWPX342638052834,1628.09,EUR,2785.1,2025-03-03 06:16:32,transfer,credit_card,3557383314912339,PREPARED,04/26,542,Taiwan,countryName
Valerie Scott,jennifer64@example.net,$G&a*Q1us5,+380636539199,GB46NSHM229134839057,4148.04,UAH,4904.88,2025-02-05 00:35:54,withdrawal,credit_card,6509797141915565,DEBIT,02/26,813,Saint Martin,countryName
Gregory Valdez,njones@example.net,@YfXSe8ea1,+380957766547,GB13ZKSO973863928016,9286.67,USD,466.4,2025-03-02 14:59:20,transfer,bank_transfer,3562980937032610,PREPARED,09/25,871,Kenya,countryName
James Martin,tmcclure@example.com,i+6Smo+m&b,+380985331129,GB86JNHS295343406839,9444.26,EUR,744.09,2025-03-05 18:55:40,transfer,credit_card,180047409033431,PREPARED,05/27,693,Martinique,countryName
Kathryn Murray,mariaburgess@example.net,Q6YpFQm$*C,+380686387201,GB66KNON776400958641,9698.0,USD,4359.24,2025-02-21 22:14:23,deposit,debit_card,2608378136151133,DEBIT,07/27,831,Turks and Caicos Islands,countryName
Jacob Delacruz,tracy19@example.org,(A#DF)t+!7,+380675785852,GB37ZBMP318005728442,5719.16,USD,4492.04,2025-01-02 18:13:04,transfer,credit_card,180090588722333,CREDIT,11/28,447,Korea,countryName
Caitlin Watson,nelliott@example.org,_C3BPlWd!b,+380953954420,GB97YYRM102646913194,6755.61,UAH,677.32,2025-02-12 08:17:20,transfer,debit_card,6011984934386516,DEBIT,08/26,421,Saint Vincent and the Grenadines,countryName
Jimmy Wade DDS,melissa49@example.com,YE6fUOKgu!,+380974739981,GB96OKFW464214719717,3532.06,UAH,805.59,2025-03-14 16:27:00,deposit,debit_card,6516952650176627,DEBIT,04/29,740,Bahamas,countryName
Samantha Walker,ashleyrodriguez@example.com,BZycdinJ*1,+380631632624,GB12KELA465530586642,2700.93,USD,3964.53,2025-01-13 22:32:47,deposit,credit_card,3559548839001572,DEBIT,03/29,284,Canada,countryName
Jessica Ayala,jacobsanchez@example.org,%rJMSf#g0E,+380506430672,GB97HMMZ982861010753,3075.54,EUR,331.64,2025-03-08 08:21:25,deposit,credit_card,4642914724880,PREPARED,03/28,254,Georgia,countryName
Bonnie Hicks,belljoseph@example.org,&1q(9TPfKr,+380632696463,GB42KUYW565715747741,7633.87,EUR,2960.98,2025-01-04 00:44:38,withdrawal,debit_card,4203601164434408376,PREPARED,02/28,577,Sri Lanka,countryName
Marcus Yates,gbrown@example.com,NI&4Ltiw)3,+380979226827,GB49ZAXA792020835094,2029.47,USD,3041.09,2025-03-07 00:32:53,withdrawal,credit_card,576941336702,DEBIT,04/26,738,Paraguay,countryName
Kaitlyn Powers,mharrington@example.net,&89&3$Cv1E,+380969381105,GB31JLMN384032864517,8512.54,UAH,2493.43,2025-01-23 21:02:31,deposit,bank_transfer,349802298587725,PREPARED,09/25,106,Dominica,countryName
David Adams,walteralexandria@example.net,I(8Ke2ZUxc,+380666725053,GB74XCXI267404934467,9138.83,EUR,1086.82,2025-02-24 21:16:19,transfer,debit_card,3586550753719418,PREPARED,12/26,670,Egypt,countryName
Robert Williams,slozano@example.net,Qo5mX4vx@y,+380671145431,GB76ODVA114704214895,3767.37,USD,4620.69,2025-01-12 20:38:14,transfer,debit_card,4408704192586664,CREDIT,07/25,492,New Caledonia,countryName
Amanda Bennett,njones@example.org,C7S)Ub@D+7,+380961910562,GB37KLYG323385435091,9268.69,EUR,53.98,2025-01-21 17:13:49,deposit,credit_card,30571622865230,DEBIT,09/25,468,Armenia,countryName
Kyle Jensen,dhernandez@example.org,&l3oAClHnv,+380998846303,GB54PRHG705360778800,3189.79,USD,2029.82,2025-03-20 03:25:51,deposit,debit_card,180083979988993,CREDIT,07/26,507,Cook Islands,countryName
Kelly Baker,warrenmatthew@example.com,l@4(zGYPzx,+380961164384,GB36NCNJ721037858638,6068.72,UAH,720.8,2025-03-01 05:10:59,transfer,credit_card,4804713574382527,PREPARED,04/27,881,Botswana,countryName
Katrina Anderson,matthew08@example.org,r345Mvof(2,+380952990590,GB68QFUU163309011314,8108.21,EUR,514.2,2025-03-14 07:15:40,transfer,debit_card,4989050323286866,DEBIT,03/26,697,Faroe Islands,countryName
Rebecca Palmer,seandelacruz@example.org,^zUm1J7f#0,+380984963047,GB59IVVJ113181609445,2080.66,USD,3113.36,2025-01-10 05:32:36,transfer,credit_card,3595331066335690,DEBIT,10/27,272,Turkey,countryName
Nancy Cohen,jamesmonroe@example.net,7^Ujg^V2&3,+380666294201,GB08SOED336503326706,4551.69,UAH,672.05,2025-03-23 06:46:39,withdrawal,bank_transfer,3542465218141970,PREPARED,09/25,885,Lao People's Democratic Republic,countryName
Dr. Renee Robertson,peterlove@example.net,XOCcsJAZ$5,+380737077314,GB69UUQN603048153426,7725.44,USD,435.96,2025-03-09 02:10:17,deposit,credit_card,2719219220733566,PREPARED,12/28,290,Malawi,countryName
Ashley Lewis,whiteantonio@example.com,&H1ZgSprlu,+380637358682,GB71GKWG970466734272,4563.61,UAH,851.49,2025-01-08 20:38:11,transfer,bank_transfer,4390721934594088063,PREPARED,01/26,147,Dominican Republic,countryName
Daniel Davidson,portermichael@example.net,@40NXqj4fg,+380688336436,GB97CGER551909682527,7650.43,USD,1415.56,2025-01-02 12:19:34,withdrawal,credit_card,3558920978761459,PREPARED,04/27,459,Chile,countryName
Susan Garza,jonathanfrancis@example.org,X7Hyrhti+6,+380934312341,GB55OECK510988910391,5842.43,USD,1378.22,2025-03-08 22:44:50,deposit,debit_card,379017607087597,CREDIT,08/26,197,Kiribati,countryName
Jennifer Bailey,kimberly32@example.org,^lRcKehLU3,+380671873051,GB89LGKC981270760234,1840.56,EUR,4215.85,2025-02-01 09:14:17,deposit,bank_transfer,502009636312,DEBIT,02/26,774,Denmark,countryName
Frank Rodriguez,nathanieljones@example.com,#qNfVgpQa9,+380685575097,GB20MDHI555464349745,1850.67,USD,2576.23,2025-03-14 18:53:12,transfer,bank_transfer,4564044784640896,DEBIT,01/26,778,Cuba,countryName
Amy Petersen,rrichardson@example.net,0z3IyhsZ)1,+380952147001,GB85LPYL371478668418,6670.1,USD,1230.86,2025-03-06 03:32:53,withdrawal,bank_transfer,6011226219294472,PREPARED,02/27,454,Netherlands,countryName
Andrea Brady,ymullins@example.net,r0rGbMV7$y,+380966085171,GB29NNSL365226826895,1858.49,UAH,4633.99,2025-02-14 07:51:46,withdrawal,credit_card,3549934999818190,DEBIT,02/26,161,Iran,countryName
Robert Campbell,psimpson@example.net,B01AXbh4^A,+380936088144,GB48JBOG055692053308,8658.98,USD,3822.22,2025-01-06 08:03:57,deposit,bank_transfer,4320073118240,CREDIT,11/26,541,Maldives,countryName
Morgan Reed,lhamilton@example.net,2LIQr!T7*v,+380502513993,GB42YMIE498764584414,4969.39,UAH,2105.82,2025-01-16 17:09:39,transfer,credit_card,30450153869194,CREDIT,11/26,123,Spain,countryName
Kaitlyn Ray,qyoung@example.org,8%QJAk1H@3,+380688259512,GB64AVXT155319190712,2117.89,USD,3684.59,2025-03-25 05:18:36,withdrawal,debit_card,213139729366442,CREDIT,07/26,399,Netherlands,countryName
Alexandra Jones,gordonwelch@example.org,L%W21+JzUh,+380503545194,GB73AQFC103833098798,1284.85,UAH,1792.98,2025-01-14 22:00:10,deposit,credit_card,30440291704726,PREPARED,01/29,677,Argentina,countryName
Janice Jones,marycoleman@example.net,!uI8BlXv5b,+380999883970,GB40LMUX828123417623,2218.23,EUR,4439.3,2025-01-27 08:57:22,deposit,bank_transfer,213170691487304,PREPARED,07/26,215,Palau,countryName
Deborah Henry,dakota40@example.com,#_H2QWWb#B,+380662692194,GB97CIOB647595047189,6529.89,USD,2060.85,2025-02-20 10:25:04,withdrawal,credit_card,3555097753653863,DEBIT,08/28,770,Greenland,countryName
Mark Williams,karen09@example.com,4yLwI0WdK^,+380939251795,GB05MPRY574353818039,6700.99,UAH,4560.68,2025-02-05 06:22:04,transfer,bank_transfer,3559519474219118,PREPARED,10/25,248,Korea,countryName
Steven Flores,fowlercraig@example.com,#cB9XSwjR%,+380504842043,GB63YAZT306378842927,1588.84,UAH,438.08,2025-03-31 07:25:08,withdrawal,bank_transfer,4614675998524974782,DEBIT,02/28,166,Papua New Guinea,countryName
Jorge Wilson,melanie63@example.com,488SDDum#y,+380969707729,GB81SQIE799441883792,2234.94,USD,1234.17,2025-02-28 23:37:46,transfer,bank_transfer,502056400000,DEBIT,05/25,980,Marshall Islands,countryName
Joshua David,madison55@example.org,tC5cgQMo!*,+380961760171,GB33AJNZ716603444143,5658.99,UAH,4707.23,2025-03-27 14:05:18,transfer,credit_card,180081247491337,CREDIT,02/29,226,Bouvet Island (Bouvetoya),countryName
Jeanette Fleming,oscott@example.com,^3@8YakAQC,+380739332045,GB05PCMS134858064189,5583.96,UAH,3884.27,2025-03-31 05:18:45,withdrawal,credit_card,30029850676290,CREDIT,08/26,883,Dominica,countryName
Andrew Rivera,andrewcastro@example.com,&UwAHEBm14,+380636244479,GB19RQXA675575123690,1787.88,USD,1728.21,2025-02-24 17:10:01,withdrawal,bank_transfer,3595188267764866,DEBIT,12/28,284,Bhutan,countryName
Jeffrey English,reynoldsnatalie@example.org,#9hmvTw#eJ,+380974980453,GB98IZJI252093125131,4128.39,USD,4212.73,2025-02-07 16:25:35,withdrawal,bank_transfer,561478014278,PREPARED,10/26,900,Guinea,countryName
Cynthia Reynolds,fdavis@example.org,f(1MV%h$%8,+380993693542,GB61KPES505343945681,8855.42,UAH,3832.69,2025-03-18 18:11:53,deposit,credit_card,4441160422204571081,DEBIT,02/29,741,United States Minor Outlying Islands,countryName
Douglas Johnson,angela55@example.org,Em5)7AmOAo,+380507018332,GB62ACQT025093985535,7888.12,UAH,4250.59,2025-03-02 15:15:28,deposit,credit_card,4645727798661001981,DEBIT,03/27,544,Suriname,countryName
Brian White,ramirezjonathan@example.net,Jr96SYK9o@,+380679572598,GB40NQOJ129745501459,8363.56,UAH,717.35,2025-04-03 08:05:25,withdrawal,bank_transfer,4096199194481078109,CREDIT,11/28,486,Senegal,countryName
Jason Stevens,vpittman@example.com,+9T8DFKk%1,+380965472075,GB89ZJQK254708392548,5683.81,UAH,4941.02,2025-02-15 08:24:35,withdrawal,debit_card,3521380569045255,PREPARED,07/27,599,Mozambique,countryName
Michael Mckee,mgonzales@example.net,s5@3ToYn*H,+380996430126,GB19GZEY752762871203,613.13,EUR,3505.67,2025-03-26 03:04:57,withdrawal,credit_card,2237774045226082,CREDIT,09/25,803,Cayman Islands,countryName
Zachary Beck,emily92@example.net,LowD*Ab5+6,+380967571618,GB73GAJG674321366587,2155.32,EUR,677.25,2025-01-06 02:42:30,transfer,credit_card,2262528910164531,CREDIT,10/28,509,Papua New Guinea,countryName
Heather Johnson,jcurtis@example.com,+1ZR$euuLJ,+380967537358,GB39VBWL476192171602,6446.86,USD,1052.23,2025-01-31 16:20:41,transfer,bank_transfer,3584876082457285,PREPARED,02/28,905,Belgium,countryName
Stephen King,irwinjoseph@example.org,Y^*6Q6zj1S,+380988886270,GB64DJLQ570907982104,9365.12,USD,515.14,2025-03-20 23:50:42,deposit,debit_card,6560845504155224,PREPARED,10/26,476,South Africa,countryName
James Farley,gregorychapman@example.com,w(8pTm&w3c,+380934170713,GB48NJBZ135559076671,6919.96,USD,1954.05,2025-03-27 06:01:47,transfer,bank_transfer,4147750386208,PREPARED,06/25,400,Austria,countryName
Amy Reid,felicia42@example.com,&*7F3!l2pv,+380998012534,GB80NHES081307507449,1848.37,UAH,919.73,2025-03-24 14:13:11,deposit,credit_card,3531410860069585,CREDIT,03/27,405,Gibraltar,countryName
Audrey White,arthurmontgomery@example.org,@3%Swj+d%D,+380673443249,GB78LTRC806348239999,7562.85,UAH,520.96,2025-03-18 21:36:52,transfer,credit_card,4934991794103563479,CREDIT,10/26,875,Yemen,countryName
Andrea Johnson,danielsmith@example.com,(9f5Sqjt08,+380505897372,GB20AAUC834639330725,3168.15,USD,2326.09,2025-01-27 04:13:22,deposit,bank_transfer,3527756222584422,DEBIT,03/26,260,Lao People's Democratic Republic,countryName
Christopher Ware,haydenhuynh@example.com,(1W%ewCUtR,+380674515476,GB22UUDA991425939425,7029.15,USD,1228.16,2025-02-15 01:25:07,transfer,debit_card,341674934131574,PREPARED,07/26,236,Samoa,countryName
Brianna Moore,johnsonandrea@example.org,NxG2Z4bz5#,+380631808437,GB70DWNX576145865721,1954.53,UAH,1792.1,2025-01-02 14:39:04,withdrawal,bank_transfer,5133996156448712,CREDIT,01/29,899,Rwanda,countryName
John Armstrong,xperez@example.net,+Cp0SEv%Q2,+380936379363,GB29JMAT536956470073,9160.47,EUR,2760.11,2025-01-26 18:25:19,deposit,credit_card,6011215697413506,CREDIT,03/28,950,Luxembourg,countryName
